Tên sản phẩm;LC_CN1_Tồn kho ban đầu;LC_CN1_Giá vốn khởi tạo;PL_Giá bán lẻ;PL_Giá nhập
Kiếm người sắt, người nhện;-5;42.000;79.000;42.000
Kẹp càng cua/khủng long;2;35.000;69.000;35.000
Búa thor;6;50.000;99.000;50.000
Kiếm đôi;2;32.000;69.000;32.000
Khủng long xoay;7;48.000;95.000;48.000
Đèn lồng thỏ đánh đàn;1;85.000;159.000;85.000
Trống lắc to;5;18.000;39.000;18.000
Đèn lồng lân nhảy xanh /đỏ;8;50.000;99.000;50.000
Đầu giấy bồi mini;6;28.000;59.000;28.000
Đèn lồng tung tung;4;85.000;159.000;85.000
Bút chấm đọc- học Tiếng Anh Tân Việt 12q;2;1.084.914;1.998.000;1.084.914
Máy đọc thẻ Tân Việt Books - Xanh/Hồng;2;340.232;599.000;340.232
Bé bị bắt nạt , phải làm sao đây?;3;22.750;35.000;22.750
Bé bị ốm rồi , phải làm sao đây?;3;22.750;35.000;22.750
Bé sợ bóng tối , phải làm sao đây?;3;22.750;35.000;22.750
Bé quá nhút nhát , phải làm sao đây?;3;22.750;35.000;22.750
Bé bị lạc đường , phải làm sao đây?;3;22.750;35.000;22.750
Bé làm sai rồi , phải làm sao đây?;3;22.750;35.000;22.750
Bé bị hiểu nhầm, phải làm sao đây?;3;22.750;35.000;22.750
Bố mẹ cãi nhau phải làm sao đây?;3;22.750;35.000;22.750
Sữa tắm Cottage 750ml hương Mật ong & Hoa Đại;2;138.000;198.000;138.000
Sữa tắm Cottage 750ml hương Mâm xôi;2;138.000;198.000;138.000
Đất nặn Deli 12 màu - DL.H12/12_Lốc12;2;17.000;39.000;17.000
Đất nặn Deli hộp 24 màu DL.7031X_Hộp(...);2;62.000;89.000;62.000
Đất nặn Deli 12 màu - Y022_Hộp(...);5;40.000;59.000;40.000
Đất nặn Deli 6 màu - DL.H712/6_Lốc 12;5;9.000;19.000;9.000
Son Rom&nd Juicy Lasting Tint 07-Jujube;2;0;195.000;0
Set 3 mút rửa mặt Kyunglab;0;0;45.000;0
Pin cúc lẻ;10;2.500;6.000;2.500
Đồ chơi lân vàng nhảy;1;320.000;485.000;320.000
Củ sạc siêu tốc Type C C20-01;3;90.350;139.000;90.350
Giấy gói quà baby three đỏ;25;3.000;8.000;3.000
Giấy gói quà hello kitty mới;26;3.000;8.000;3.000
Giấy gói quà labubu ô vuông;5;3.000;8.000;3.000
Giấy gói quà sanrio;8;3.000;8.000;3.000
Nui ngắn Dalla Costa 200g (12m+);1;0;99.000;65.000
Máy bay phản lực điều khiển CZ01;1;175.000;299.999;175.000
Trứng khổng lồ ngựa Pony 366368;1;152.000;275.000;152.000
Nước giặt Hygiene đen 1,4L;3;85.000;109.000;85.000
Sáp dưỡng môi Vaseline nâu 20g- Cocoa Butter;2;37.000;65.000;37.000
Đồ chơi bơm nước bay hình ếch có sút nối (chưa dây) WX2306;0;104.000;189.000;104.000
Khối bận rộn FXB-61;2;39.000;89.000;39.000
Mê cung bãi đỗ xe (15 xe) ME-183;0;70.000;139.000;70.000
Bảng ném bóng dính -200;2;25.000;59.000;25.000
Bạch tuộc vui nhộn 158-21C;2;105.000;189.000;105.000
Hộp trang điểm 3 trong 1 IG3145;0;144.000;299.000;144.000
Bộ trang sức 3in1 (3 tầng)-389;0;176.000;299.000;176.000
Bộ máy xay sinh tố 328-1;2;102.000;189.000;102.000
Voi nhịp thở 189-357;1;84.000;159.000;84.000
Bộ vợt trẻ em EVA 010-59;3;42.500;89.000;42.500
Xe kéo 2in1 trang điểm HY18;0;97.000;179.000;97.000
Bếp thật xanh/hồng HY 022;1;165.000;289.000;165.000
Trò chơi xếp chai màu trùng khớp 1500-33;3;50.000;99.000;50.000
Board game bắn bóng rổ 122-4;2;31.500;69.000;31.500
Board game bắn bóng đá 122-3;4;31.500;69.000;31.500
Xe kéo 2in 1 nha khoa HY19;0;97.000;179.000;97.000
Ghép hình nam châm chú hề YZ;2;71.000;139.000;71.000
Lắp ghép robot 6in1 Vàng 666-68A;2;135.000;245.000;135.000
Lắp ghép Robot 6in 1 trắng 666-68C;2;135.000;245.000;135.000
Dancer heo kẹo hồng/xanh 8811-58;1;61.000;119.000;61.000
Súng xà phòng khủng long xanh 735-052;0;60.000;119.000;60.000
Súng xà phòng ngựa Pony tím  735-051;0;60.000;119.000;60.000
Bộ montessori 5 in 1 fxb-48;1;223.000;385.000;223.000
Xếp hình que diêm Cm-600;2;42.500;89.000;42.500
Vali nấu ăn ếch 813-52;1;138.000;255.000;138.000
Túi đeo vai bánh kem 12l09;1;50.000;99.000;50.000
Lắp ghép hình ống 300pcs;2;94.000;175.000;94.000
Lắp ghép hình ống 150pcs gdjm-150;3;58.000;115.000;58.000
Đèn lồng cá chép cán cầm DL-006;1;0;49.000;18.000
Súng bắn con quay khủng long BWL-81A;0;26.000;59.000;26.000
Sudoku 3x3 699-3;0;19.000;45.000;19.000
Hộp kỹ thuật 144pcs 9909;2;176.000;299.000;176.000
Lego lắp ghép công trình (có đèn nhạc) 3826;1;220.000;385.000;220.000
Lego lắp ghép cảnh sát (có đèn nhạc) 3824;1;220.000;385.000;220.000
Lego lắp ghép cứu hoả (có đèn nhạc) 3823;1;220.000;385.000;220.000
Trực thăng cứu hoả Toystar 666-51Q;2;163.000;285.000;163.000
Hộp trang sức 8029;1;166.000;289.000;166.000
Bộ bút Acrylic 24 màu;5;21.000;49.000;21.000
Hộp búp bê phòng ngủ 89026;3;64.000;125.000;64.000
Hộp búp bê xe kem 6631A;0;55.000;109.000;55.000
Điện thoại bàn gấu 6829;4;57.500;109.000;57.500
Điện thoại bàn Kuromi 6836;4;57.500;115.000;57.500
Xe Sóc Cẩu NO.773A-507;6;29.500;69.000;29.500
Ném bóng dính treo tường-250;9;13.000;29.000;13.000
Bàn bắn bóng 40cm ME-010;0;67.000;125.000;67.000
Xe điều khiển leo tường PQ03A;0;160.000;289.000;160.000
Bộ trang sức đính đá trái tim;0;171.000;299.000;171.000
Đồ chơi 6in1 Vịt Vàng (tiếng Trung) -12 999-37;1;220.000;385.000;220.000
Micro gà con ( tiếnh Anh) 945-8;4;91.000;175.000;91.000
Bảng từ nam châm 27cm S-90;0;61.500;119.000;61.500
Đồ chơi tạo hình móc khoá Handmade;2;61.500;119.000;61.500
Bộ lắp ghép hình lục giác 810pcs;2;80.000;155.000;80.000
Bộ lắp ghép hình lục giác 600pcs;2;64.500;119.000;64.500
Bộ lắp ghép hình lục giác 360pcs;1;42.000;85.000;42.000
Bộ bút Acrylic Marker 12 màu;6;12.000;29.000;12.000
Sách nam châm baby three;11;17.000;39.000;17.000
Hộp kỹ thuật 147pcs 923;1;160.000;289.000;160.000
Set 4 ghép hình ngôi nhà 1891A/F/K/I;5;47.000;95.000;47.000
Điện thoại đồ chơi phiên bản tiếng Việt;3;37.000;75.000;37.000
Bếp đẹp 48psc (xanh)-G792A;1;253.000;445.000;253.000
Voi ảo thuật 664B;2;77.000;149.000;77.000
Bộ xếp hình ABC 69CT 8554;5;27.500;59.000;27.500
Thảm vẽ nước ma thuật kt 100x80 DM1804-3;0;132.000;249.000;132.000
Đồ chơi bơm nước bay hình vịt có sút nối ( chưa dây)WX2304;1;104.000;189.000;104.000
Xúc xắc vịt vàng 10018;2;77.000;149.000;77.000
Thả bóng 7 tầng 553;3;39.000;79.000;39.000
Thả bóng 5 tầng 552;3;32.000;69.000;32.000
Súng bắn con quay Space Cun;1;20.500;45.000;20.500
Oto điều khiển tỷ lệ 1:18 D802;3;73.000;149.000;73.000
Bảng phi tiêu kèm súng bóng dính;0;28.000;59.000;28.000
thẻ pokemon;0;5.000;15.000;5.000
Bàn cờ nam châm KJ108;0;34.788,222;79.000;35.500
Đồ chơi đánh trống khủng long DX1001-1;2;51.937,35;109.000;53.000
Đồ chơi đánh trống capybara 1001-17;2;51.937,35;109.000;53.000
Đồ chơi đánh trống phi hành gia DX1001-2;1;51.937,35;109.000;53.000
Lego vũ trụ 1089 - 8863;0;162.671,69;289.000;166.000
Bếp 36CT 5705-2;1;124.453,64;245.000;127.000
Đồ chơi hứng phi hành gia-36 ME-144;1;95.055,15;179.000;97.000
Voi bận rộn;1;93.095,25;179.000;95.000
Máy bay điều khiển-18;1;347.882,23;495.000;355.000
Bếp đẹp 48psc (hồng)-12;1;247.927,34;445.000;253.000
Xe kem xanh/hồng H376A;2;135.233,095;279.000;138.000
Tranh đính đá babythree -6;34;5.226,073;25.000;5.333
Túi dụng cụ học tập Labubu-300;4;14.699,25;29.000;15.000
Chó bông biết hát tiếng Việt 080-5;3;129.353,395;249.000;132.000
Bình nước đồ chơi 811-399;0;5.988,474;9.000;6.111
Sâu thổi kèn YJ-3017;2;95.055,145;189.000;97.000
Nam châm kính 9917b;1;132.293,245;249.000;135.000
Bộ bút Acrylic Marker 36 màu xịn;1;61.736,847;119.000;63.000
Quầy thu ngân khủng long 222-183;2;141.112,795;265.000;144.000
Micro đứng 5351a;2;92.115,295;179.000;94.000
Câu cá hải tặc 217;2;135.233,095;259.000;138.000
Câu cá voi 555-535;2;70.556,395;179.000;72.000
Đồ chơi tiệc trà xanh lá 99025;2;65.166,67;129.000;66.500
Đồ chơi tiệc trà hồng 99022;2;65.166,673;129.000;66.500
Bộ bút acrylic marker, 24 màu xịn;0;39.687,973;79.000;40.500
Máy bắn bóng ếch;0;71.536,35;139.000;73.000
Vịt bắn bóng ME-154;0;97.015,045;189.000;99.000
Điện thoại thỏ đa năng YL-78927;1;78.395,995;159.000;80.000
Xe bus bận rộn YL-517;2;167.571,44;299.000;171.000
Đèn vẽ pony 2022-42;0;86.235,595;165.000;88.000
Đồ chơi vô lăng 1026-30;1;93.095,25;185.000;95.000
Đồ chơi đường đua 6686;0;70.556,395;145.000;72.000
Đồ chơi tiệc trà 25PCS 99019;1;65.166,67;129.000;66.500
Ô tô đa năng 5in1 YL1022-24;2;84.275,695;165.000;86.000
Bọc sgk nilon cp khổ B5 bok2 -10;6;13.200;25.000;13.200
Nước muối sinh lý hồng Physiodose;2;30.000;79.000;30.000
Sữa tắm gội nam White Rain 3in1 Mountain Spring 443ml;1;40.000;79.000;40.000
Sữa tắm dưỡng ẩm White Rain hương Lavender 354ml;1;38.000;75.000;38.000
Sữa tắm gội xả cho bé White Rain hương dâu 354ml;2;42.000;79.000;42.000
Sữa tắm gội xả cho bé White Rain hương dưa hấu 354ml;2;42.000;79.000;42.000
Sữa tắm dưỡng ẩm White Rain Ocean Mist 354ml;1;38.000;75.000;38.000
Sữa tắm  cấp ẩm White Rain Coconut & Hibiscus 354ml;2;38.000;75.000;38.000
Sữa tắm gội nam White Rain 3in1 Ocean Ware 443ml;2;40.000;79.000;40.000
Đèn cù bé;0;32.000;49.000;32.000
Đèn ông sao bé cầm tay 50cm;0;7.000;18.000;7.000
Đèn ông sao bé cầm tay 40cm;1;6.000;15.000;6.000
Đèn ông sao bé 25cm;1;4.500;10.000;4.500
Đèn ông sao nhí cầm tay;-2;7.000;15.000;7.000
Đầu lân kiêu sa to;5;130.000;215.000;130.000
Đầu lân kiêu sa nhỏ;5;110.000;189.000;110.000
Nui ngắn Dalla Costa 200g( 10m+);1;65.000;99.000;65.000
Đầu lân giấy bồi nhỏ;5;50.000;95.000;50.000
Đầu lân giấy bồi to;5;55.000;109.000;55.000
Đèn lồng tàu hoả;5;120.000;199.000;120.000
Đèn lồng người sắt;1;55.000;99.000;55.000
Đèn lồng gấu dâu;2;55.000;99.000;55.000
Đèn lồng Labubu đánh đàn;2;85.000;149.000;85.000
Đèn lồng Babythree nhảy;2;75.000;135.000;75.000
Lồng đèn Shin;3;100.000;175.000;100.000
Bờm trung thu các mẫu;16;18.000;39.000;18.000
Đầu lân đỏ chạy;4;75.000;145.000;75.000
Thỏ chó biết đi;0;48.000;99.000;48.000
Đèn đầu lân kẽm;2;65.000;125.000;65.000
Búa 1000 ton;9;25.000;55.000;25.000
Súng nước to;4;130.000;215.000;130.000
Kiếm siêu nhân;8;42.000;89.000;42.000
Gậy phát sáng đủ hình;0;18.000;39.000;18.000
Kiếm Nhật trắng đen;-8;25.000;49.000;25.000
Set cánh bướm và váy;1;50.000;99.000;50.000
Quạt cổ trang to;0;45.000;69.000;45.000
Bộ tô màu đèn lồng đủ hình;0;19.000;45.000;19.000
Trống lắc;2;15.000;29.000;15.000
Bánh ăn dặm Babbas Baby 45g 6m+ các vị;1;56.000;89.000;56.000
Trống đinh dài;6;180.000;299.000;180.000
Trống đinh tròn;2;120.000;199.000;120.000
Đèn mành tre;5;20.000;39.000;20.000
Đèn lồng gỗ;6;32.000;59.000;32.000
Nui hình ngôi sao chữ cái Bartolini;6;45.000;75.000;45.000
Đèn lồng 2 mảnh babythree;2;8.333,333;55.000;25.000
Men Biogaia Bio Vagen  lọ thủy tinh Nhập Khẩu;3;380.000;499.000;380.000
Kẹo Gummy Vitamin C Nordic Naturals;2;325.000;485.000;325.000
Đèn 5 mảnh;3;29.000;59.000;29.000
Đèn Cá nhiều màu;4;58.000;109.000;58.000
Đèn cá vàng đỏ;3;28.000;59.000;28.000
Đèn ông sao bóng kính đẹp;6;15.000;29.000;15.000
Đèn hai mảnh babythree giỏ nhựa;9;25.000;49.000;25.000
Bọc sách TL TP-NBC01AK;5;9.200;18.000;9.200
Nhãn vở CP Bracelets-NT/BRA15;0;6.200;12.000;6.200
Nhãn vở CP-Meo Meo MEO18;12;11.000;22.000;11.000
Nhãn vở CP FOOD 2-NT/FOD12;9;6.800;15.000;6.800
Nhãn vở CP Land of too Sky-NT/18LTS-01;8;8.500;18.000;8.500
Nhãn vở CP Mode&Kool-NT/MOD18;11;8.500;18.000;8.500
Nhãn vở CP-NT/TOM12;10;7.500;16.000;7.500
Nhãn vở CL-NT243 Boy&Girl;11;7.800;18.000;7.800
Nhãn vở CL-NT 242 kèm thỏ sticker;12;8.500;19.000;8.500
Nhãn vở TL-NBL006;2;3.200;8.000;3.200
Nhãn vở Rabbit CL-NT230;11;7.000;15.000;7.000
Gọt chì HH SP-06-HH3535;7;2.000;5.000;2.000
Tập 10 bọc vở size đại 47x34cm T300;33;15.500;29.000;16.000
Slam hũ vuông 2 màu bánh kem matcha 0202;4;8.500;19.000;8.500
Slam dẻo hũ vuông tím bánh gato 0203;1;8.500;19.000;8.500
Slam hộp cơm Bento 1890;2;18.000;39.000;18.000
Slam quả cầu kèm đồ chơi cô bé thỏ 4047A;11;15.000;35.000;15.000
Slam hũ vuông màu xanh cậu bé rồng 4014;6;8.000;19.000;8.000
Cặp hs Labubu kèm thước kẻ 4085;3;35.000;69.000;35.000
Cặp hs quai xách hàng dày Capy 079;1;38.000;79.000;38.000
Cặp 13 ngăn co gái 329;4;30.000;65.000;30.000
Cặp học thêm 13 ngăn cậu bé 333;3;30.000;65.000;30.000
Slam dẻo hũ chữ nhật 2 màu trà sữa hồng 1552;0;14.000;29.000;14.000
Slam hũ quai xách kèm thạch 320g 1547;0;16.000;35.000;16.000
Slam quả cầu kèm đồ chơi Capy 4047;11;15.000;35.000;15.000
Slam hộp cơm Bento 1891;0;18.000;39.000;18.000
Bộ nhãn vở môn học cấp 2-3;9;8.000;18.000;8.000
Bộ 20 nhãn vở kèm nhãn tên Shin chan;13;6.000;15.000;6.000
Đèn lồng rọ tre DIY hình thú nơ DL-007;1;12.000;39.000;12.000
Đèn lồng giấy DIY chất liệu PVC hình thỏ hằng nga DL-003;2;14.000;39.000;14.000
Đèn lồng giấy bìa cứng DIY hình thỏ DL-002;5;12.000;39.000;12.000
Đèn lồng cá chép DIY DL-004;7;20.000;55.000;20.000
Đèn lồng DIY thỏ hoa sen DL-005;7;22.000;59.000;22.000
Đèn lòng giấy bìa cứng DIY hình lâu đài DL-001;0;22.000;69.000;22.000
Trình ký trong suốt Goodluck 20616;9;19.000;39.000;19.000
Trình ký nhựa đôi A4 ngựa Pony;9;13.500;29.000;13.500
Cặp cúc bấm trong in hình size A4 FC-09;3;4.800;12.000;4.800
Túi cúc bấm trong in hình size A4 FC-06;0;4.800;12.000;4.800
Sổ B5 Deeryu hình thú cưng kẻ ngang;24;10.000;23.000;10.000
Sổ B5 Deeryu bìa tone vintage;29;10.500;24.000;10.500
Sổ B5 Deeryu kẻ ngang tone pastel;30;10.500;24.000;10.500
Dổ B5 Deeryu hình bánh cute kẻ ngang;26;10.000;23.000;10.000
Sổ sticker tương tác công chúa Aki Jiang 40 trang;10;36.000;75.000;36.000
Cài tóc phối vải kẻ caro 2 màu đính cúc;3;22.000;45.000;22.000
Set 40 sticker quote Brushstroke of time;4;13.000;29.000;13.000
Sổ sticker Small Town;10;19.000;39.000;19.000
Set 20 miếng sticker Romantic Store;11;13.000;29.000;13.000
Sổ sticker Delicious 1700+;4;46.000;89.000;46.000
Set 30 sticker cà phê shop;8;14.000;29.000;14.000
Sổ 20 trang Super Mini sticker 300+;7;21.000;45.000;21.000
Sticker 3D tổng hợp mẫu mix;12;5.800;15.000;5.800
Set Landscape sticker 5D Aki Jiang;1;10.000;23.000;10.000
Set 10 giấy thủ công A4 10 màu;0;11.000;25.000;11.000
Sổ sticker 3D nổi tương tác chủ đề đi dã ngoại;6;29.000;59.000;29.000
Sổ B5 Deeryu bìa Butterfly nhiều màu;30;10.500;24.000;10.500
Note còng nhựa góc Deeryu A5;15;14.000;29.000;14.000
Set 20 tờ giấy thủ công A4 20 màu;0;15.000;29.000;15.000
Thiệp cài hình hộp quà Good Luck for you;14;2.000;6.000;2.000
Thiệp bó hoa viền vàng kèm phong bì;5;4.500;12.000;4.500
Thiệp cài Butterfly 3D nhiều màu;17;4.000;10.000;4.000
Thiệp gấp bánh kem gấu;11;3.000;8.000;3.000
Thiệp trái tim gấu thỏ Love kèm phong bì caro cùng màu;13;6.500;15.000;6.500
Thiệp gấp vuông 3D HPBD gấu thỏ 4 màu;4;4.500;12.000;4.500
Thiệp HPBD gấu thỏ bánh kèm phong bì trắng;18;5.500;14.000;5.500
Thiệp 3D 4 chủ đề 4 loài hoa 4 tông màu;10;12.000;25.000;12.000
Bờm cài tóc gắn charm nơ táo 2 màu;0;16.000;35.000;16.000
Set 2 kẹp mái demin gắn charm đỏ cute;2;20.000;39.000;20.000
Set 2 kẹp mái gắn charm nơ, táo đỏ cute hottrend;2;12.500;28.000;12.500
Set 2 kẹp mái thìa dĩa Kitty táo hottrend;2;10.000;23.000;10.000
Set 2 kẹp mái nơ ribbon hoạ tiết chấm bi nhiều màu;0;9.000;19.000;9.000
Kẹp mái nơ tone bạc ánh kim nhiều mẫu;3;12.000;15.000;12.000
Set 2 kẹp mái Ocean ánh trai cực xinh;0;12.000;25.000;12.000
Set 3 kẹp mái vỏ sò đại dương ánh Hologram;0;15.000;29.000;15.000
Zip quai tròn mặt trong suốt in hình thú cưng cute;30;3.500;9.000;3.500
Zip chữ nhật trong suốt in hình Gấu Thỏ Puppy;25;2.000;5.000;2.000
Zip chữ nhật mặt trong in hình Puppy cute;23;2.000;6.000;2.000
Zip hình thú 6 mẫu cute;14;3.500;9.000;3.500
Zip ngôi sao in hình thú cute;13;3.500;9.000;3.500
Zip quai xương Luck Puppy;30;3.500;9.000;3.500
Zip chữ nhật trong suốt quai màu in hình gấu thỏ;15;2.500;7.000;2.500
Tô màu công chúa túi 6 cuốn;0;19.000;49.000;19.000
Takenote Toán lớp 6;0;26.000;60.000;26.000
Takenote Tiếng Việt 5;2;26.000;59.000;26.000
Luyện đọc lớp 1 - Kết nối tri thức;1;19.000;49.000;19.000
Takenote Tiếng Anh lớp 3-12;-3;0;60.000;26.000
Rèn kỹ năng tính nhanh tính nhẩm;3;12.000;38.000;12.000
Toán tiền tiểu học cộng trừ trong phạm vi 10;-1;0;49.000;21.500
Sách Để giỏi toán con phải giỏi tính 1;0;0;40.000;18.500
Bánh xoắn sữa socola;5;13.000;25.000;13.000
Bánh cuộn vị nguyên bản;1;13.000;25.000;13.000
Bánh cuộn vị dâu;3;13.000;25.000;13.000
bánh mì thủ công sốt vị sữa chua;3;18.000;35.000;18.000
Bánh mì thủ công sốt vị sữa;4;18.000;35.000;18.000
Chân gà đôi;13;10.000;15.000;10.000
Ticky đỏ;4;4.833;10.000;4.833
Ticky xanh;18;4.833;10.000;4.833
Bánh gấu mix;0;46.000;69.000;46.000
bánh gạo phomai sữa;1;38.000;59.000;38.000
Ehon những điều diệu kì về cơ thể bé - bàn chân nhỏ bé;3;12.000;39.000;12.000
Ehon những điều diệu kì về cơ thể bé - bàn tay xinh xăn;3;12.000;39.000;12.000
Ehon những điều diệu kì về cơ thể - khuôn mặt dễ thương;3;12.000;39.000;12.000
combo luyện viết chữ cái, chữ số nét cơ bản (bay màu);3;33.000;59.000;33.000
Luyện đọc tiền tiểu học;3;21.500;49.000;21.500
Em tự tin vào lớp 1 rèn luyện tư duy nhạy bén;3;24.500;35.000;24.500
Em tự tin vào lớp 1 khéo viết chữ;2;24.500;35.000;24.500
Em tự tin vào lớp 1 kết nối và chia sẻ;3;24.500;35.000;24.500
Em tự tin vào lớp một số và hình;3;24.500;35.000;24.500
Chuẩn bị cho bé vào lớp một bé làm quen với chữ cái;2;2.800;12.000;2.800
Chuẩn bị cho bé vào lớp một cho bé làm quen với chữ số;3;2.800;12.000;2.800
Bé làm quen với toán dành cho bé 4-5 tuổi;3;2.800;12.000;2.800
Bé làm quen với toàn dành cho bé 5 đến 6 tuổi TV;3;2.800;12.000;2.800
Tô bình yên vẽ hạnh phúc 2 - những nỗi buồn cũng cần được yêu thương;0;88.320;138.000;88.320
To màu tung tung tung sahur quyển 1;5;8.500;29.000;8.500
Top màu tung tung tung sahur quyển 2;1;8.500;25.000;8.500
Tô màu babythree - babythree bé ba siêu đáng yêu;2;21.000;49.000;21.000
Tô màu cuộc sống - tô cuộc sống bình yên vẽ hạnh phúc mỗi ngày;1;21.000;49.000;21.000
Luyện viết dành cho học sinh tiền tiểu học quyển 2;2;16.000;45.000;16.000
Nước giặt Dnee túi màu tím hồng 1,4l;1;75.000;109.000;75.000
Nước xả Hygiene trắng 2,2l;2;135.000;185.000;135.000
Học vẽ các nhân vật hoạt hình được yêu thích nhất;3;24.000;59.000;24.000
Bé học vẽ siêu nhanh -siêu dễ- cẩm nang cho bé tự học mỗi ngày;0;24.000;59.000;24.000
Tô màu cuộc sống tươi đẹp- khu vườn mùa xuân;3;21.000;49.000;21.000
Tô màu xả xù chét- những chú mèo tinh nghịch và đáng yêu;0;21.000;55.000;21.000
Luyện viết dành cho học sinh tiền tiểu học quyển 1;2;15.500;49.000;15.500
Luyện viết, luyện đọc và học toán (dành cho bé chuẩn bị vào lớp1);3;23.000;59.000;23.000
Tập tô chữ dành cho trẻ 4-5 tuổi ( Tuấn Việt);3;4.500;13.000;4.500
